"full_name","id","run_uuid","created_at","updated_at","repository_id","period_start_date","period_end_date","previous_period_start_date","previous_period_end_date","interval_weeks","sticky_metric_score","magnet_metric_score","oss_category","Transition","SIG change","developers_new_current_period","developers_total","developers_with_contributions_previous_period","developers_with_contributions_current_period","developers_with_contributions_previous_and_current_period","issues_count_current_period","issues_count_total","stargazers_count_current_period","stargazers_count_total","pull_requests_count_current_period","pull_requests_count_total","forks_count_current_period","forks_count_total","checkout_sha",,"bugs_current_period","bugs_total","bugs_closed_current_period","bugs_closed_total","support_current_period","support_total","support_closed_current_period","support_closed_total","total_loc","total_kloc","total_lines","sig_volume_ranking","sig_volume_ranking_numeric","loc_complexity_per_risk","percentage_complexity_per_risk","loc_unit_size_per_risk","percentage_unit_size_per_risk","sig_complexity_ranking","sig_complexity_ranking_value","sig_unit_size_ranking","sig_unit_size_ranking_value","duplication_line_count","duplication_block_count","duplication_percentage","sig_duplication_ranking","sig_duplication_ranking_numeric","sig_analysability_ranking","sig_analysability_ranking_numeric","sig_changeability_ranking","sig_changeability_ranking_numeric","sig_testability_ranking","sig_testability_ranking_numeric","sig_overall_ranking_numeric","issues_average_duration_days","comments_total","comments_relevant_percentage","comments_relevant","comments_relevant_loc","comments_copyright","comments_copyright_loc","comments_auxiliary","comments_auxiliary_loc","comments_loc","comments_percentage","sig_comments_ranking","sig_comments_ranking_numeric","sig_analysability_ranking_no_unit_tests","sig_changeability_ranking_no_unit_tests","sig_testability_ranking_no_unit_tests","sig_overall_ranking_numeric_no_unit_tests","prev_sig_analysability_ranking_no_unit_tests","prev_sig_changeability_ranking_no_unit_tests","prev_sig_testability_ranking_no_unit_tests","prev_sig_overall_ranking_numeric_no_unit_tests","prev_oss_category","full_name"
"GoogleContainerTools/jib",649,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:17","2024-01-26 04:17",4895,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,17777778","0,22580645","Fluctuating",,,14,62,45,22,8,431,1816,1849,6719,242,1029,195,536,"c49dafee0177c117cfddcb036e4759fae86fd818",,0,0,0,0,7,30,4,25,15314,15,24738,"++",5,"low: 9045 *** moderate: 995 *** high: 300 *** very_high: 0 ***","low: 59.064 *** moderate: 6.497 *** high: 1.959 *** very_high: 0 ***","low: 8100 *** moderate: 658 *** high: 1033 *** very_high: 549 ***","low: 52.893 *** moderate: 4.297 *** high: 6.745 *** very_high: 3.585 ***","+",4,"++",5,453,81,"2,96","++",5,"+",5,"+",4,"+",4,4,"14,7203",1486,84,1245,5713,231,3486,10,10,9209,37,"o",3,5,4,5,5,,,,,,"GoogleContainerTools/jib"
"GoogleContainerTools/jib",650,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:17","2024-01-26 04:17",4895,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,27272727","0,19480519","Attractive","Fluctuating -> Attractive","SAME",15,77,22,21,6,388,2204,1140,7859,226,1255,143,679,"f0b876330a64d074784afa43750c1009f0dd4035",,0,0,0,0,8,38,5,30,16669,17,26814,"++",5,"low: 9974 *** moderate: 917 *** high: 268 *** very_high: 0 ***","low: 59.836 *** moderate: 5.501 *** high: 1.608 *** very_high: 0 ***","low: 8852 *** moderate: 891 *** high: 1045 *** very_high: 371 ***","low: 53.105 *** moderate: 5.345 *** high: 6.269 *** very_high: 2.226 ***","+",4,"++",5,489,82,"2,93","++",5,"+",5,"+",4,"+",4,4,"16,1602",1608,84,1351,6245,244,3681,13,13,9939,37,"o",3,5,4,5,5,5,4,5,5,"Fluctuating","GoogleContainerTools/jib"
"GoogleContainerTools/jib",651,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:17","2024-01-26 04:17",4895,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,28571429","0,16304348","Attractive","Attractive -> Attractive","SAME",15,92,21,21,6,342,2546,993,8852,223,1478,142,821,"ee59c183f0067baf33cf23b4e8ec910ce5d5b8b8",,0,0,0,0,6,44,3,33,19405,19,31354,"++",5,"low: 11289 *** moderate: 1164 *** high: 444 *** very_high: 0 ***","low: 58.176 *** moderate: 5.998 *** high: 2.288 *** very_high: 0 ***","low: 10025 *** moderate: 978 *** high: 1262 *** very_high: 632 ***","low: 51.662 *** moderate: 5.04 *** high: 6.503 *** very_high: 3.257 ***","+",4,"++",5,599,109,"3,09","+",4,"+",4,"+",4,"+",4,4,"18,431",1849,84,1559,7571,275,4146,15,15,11732,37,"o",3,4,4,5,4,5,4,5,5,"Attractive","GoogleContainerTools/jib"
"GoogleContainerTools/jib",652,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:17","2024-01-26 04:17",4895,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,33333333","0,13207547","Attractive","Attractive -> Attractive","SAME",14,106,21,22,7,416,2962,977,9829,291,1769,103,924,"a910a7da613731236baeef7c019a6beb2ae9c847",,0,0,0,0,13,57,10,43,22003,22,35314,"++",5,"low: 12975 *** moderate: 1039 *** high: 659 *** very_high: 0 ***","low: 58.969 *** moderate: 4.722 *** high: 2.995 *** very_high: 0 ***","low: 11402 *** moderate: 1290 *** high: 989 *** very_high: 992 ***","low: 51.82 *** moderate: 5.863 *** high: 4.495 *** very_high: 4.508 ***","+",4,"+",4,696,130,"3,16","+",4,"+",4,"+",4,"+",4,4,"20,2001",2097,84,1769,8439,310,4671,18,18,13128,37,"o",3,4,4,4,4,4,4,5,4,"Attractive","GoogleContainerTools/jib"
"GoogleContainerTools/jib",653,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:17","2024-01-26 04:17",4895,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,22727273","0,152","Fluctuating","Attractive -> Fluctuating","SAME",19,125,22,26,5,363,3325,684,10513,264,2033,97,1021,"f2b5b3ce0b3f879444e9fb6ae96d4973167f2ce5",,0,0,0,0,36,93,34,77,23335,23,37097,"++",5,"low: 13732 *** moderate: 933 *** high: 785 *** very_high: 0 ***","low: 58.847 *** moderate: 3.998 *** high: 3.364 *** very_high: 0 ***","low: 11799 *** moderate: 1401 *** high: 1212 *** very_high: 1038 ***","low: 50.564 *** moderate: 6.004 *** high: 5.194 *** very_high: 4.448 ***","+",4,"+",4,815,152,"3,49","+",4,"+",4,"+",4,"+",4,4,"21,1144",2172,84,1825,8688,327,4926,20,20,13634,37,"o",3,4,4,4,4,4,4,4,4,"Attractive","GoogleContainerTools/jib"
"GoogleContainerTools/jib",654,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:17","2024-01-26 04:17",4895,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,26923077","0,16107383","Attractive","Fluctuating -> Attractive","SAME",24,149,26,32,7,210,3535,701,11214,154,2187,94,1115,"ed6473b6c189a72c2d28116be2d60b6c01951294",,0,0,0,0,11,104,10,87,23507,24,37300,"++",5,"low: 13797 *** moderate: 991 *** high: 792 *** very_high: 0 ***","low: 58.693 *** moderate: 4.216 *** high: 3.369 *** very_high: 0 ***","low: 11967 *** moderate: 1314 *** high: 1337 *** very_high: 962 ***","low: 50.908 *** moderate: 5.59 *** high: 5.688 *** very_high: 4.092 ***","+",4,"+",4,822,152,"3,5","+",4,"+",4,"+",4,"+",4,4,"20,927",2183,84,1836,8735,327,4926,20,20,13681,37,"o",3,4,4,4,4,4,4,4,4,"Fluctuating","GoogleContainerTools/jib"
"GoogleContainerTools/jib",655,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:17","2024-01-26 04:17",4895,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,25","0,0969697","Attractive","Attractive -> Attractive","SAME",16,165,32,25,8,162,3697,599,11813,100,2287,92,1207,"78f069b6dcb2ce1edbb43dc909006d7bf905fe85",,0,0,0,0,12,116,10,97,23711,24,37586,"++",5,"low: 13887 *** moderate: 1005 *** high: 822 *** very_high: 0 ***","low: 58.568 *** moderate: 4.239 *** high: 3.467 *** very_high: 0 ***","low: 12053 *** moderate: 1318 *** high: 1278 *** very_high: 1065 ***","low: 50.833 *** moderate: 5.559 *** high: 5.39 *** very_high: 4.492 ***","+",4,"+",4,833,150,"3,51","+",4,"+",4,"+",4,"+",4,4,"20,7741",2192,84,1843,8786,329,4956,20,20,13762,37,"o",3,4,4,4,4,4,4,4,4,"Attractive","GoogleContainerTools/jib"
"GoogleContainerTools/jib",656,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:17","2024-01-26 04:17",4895,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,32","0,10326087","Attractive","Attractive -> Attractive","SAME",19,184,25,29,8,200,3897,559,12372,127,2414,92,1299,"5e787b580ddd59e419b87330f8e370692f8c22b2",,0,0,0,0,23,139,15,112,23932,24,37980,"++",5,"low: 14025 *** moderate: 1007 *** high: 822 *** very_high: 0 ***","low: 58.604 *** moderate: 4.208 *** high: 3.435 *** very_high: 0 ***","low: 12199 *** moderate: 1312 *** high: 1278 *** very_high: 1065 ***","low: 50.974 *** moderate: 5.482 *** high: 5.34 *** very_high: 4.45 ***","+",4,"+",4,852,154,"3,56","+",4,"+",4,"+",4,"+",4,4,"28,0875",2213,84,1859,8882,334,5031,20,20,13933,37,"o",3,4,4,4,4,4,4,4,4,"Attractive","GoogleContainerTools/jib"
"Netflix/zuul",657,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:21","2024-01-26 04:21",4991,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,36363636","0,05208333","Stagnant",,,5,96,11,13,4,46,587,1016,7374,7,210,214,1382,"9ab6a1e39f404b7be589aaee71317104ebd093af",,2,9,1,7,9,53,2,26,17664,18,24245,"++",5,"low: 11134 *** moderate: 507 *** high: 57 *** very_high: 0 ***","low: 63.032 *** moderate: 2.87 *** high: 0.323 *** very_high: 0 ***","low: 10152 *** moderate: 932 *** high: 614 *** very_high: 0 ***","low: 57.473 *** moderate: 5.276 *** high: 3.476 *** very_high: 0 ***","+",4,"++",5,197,54,"1,12","++",5,"+",5,"+",4,"+",4,4,"113,0114",1344,74,992,2443,319,4122,33,33,6598,27,"+",4,5,4,5,5,,,,,,"Netflix/zuul"
"Netflix/zuul",658,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:21","2024-01-26 04:21",4991,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,53846154","0,10280374","Attractive","Stagnant -> Attractive","SAME",11,107,13,18,7,107,694,978,8352,67,277,204,1586,"eac89e02665522450966103c33c2b6b650a73315",,2,11,0,7,1,54,0,26,16387,16,23083,"++",5,"low: 10092 *** moderate: 432 *** high: 255 *** very_high: 0 ***","low: 61.585 *** moderate: 2.636 *** high: 1.556 *** very_high: 0 ***","low: 9086 *** moderate: 776 *** high: 638 *** very_high: 279 ***","low: 55.446 *** moderate: 4.735 *** high: 3.893 *** very_high: 1.703 ***","+",4,"++",5,129,35,"0,79","++",5,"+",5,"+",4,"+",4,4,"108,4542",1349,73,982,2492,323,4173,44,44,6709,29,"+",4,5,4,5,5,5,4,5,5,"Stagnant","Netflix/zuul"
"Netflix/zuul",659,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:21","2024-01-26 04:21",4991,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,38888889","0,08547009","Attractive","Attractive -> Attractive","SAME",10,117,18,17,7,139,833,832,9184,106,383,163,1749,"5f58a3863f03208add534a0d12a240aed4ae8e8c",,1,12,0,7,3,57,2,28,17058,17,23840,"++",5,"low: 10520 *** moderate: 456 *** high: 250 *** very_high: 0 ***","low: 61.672 *** moderate: 2.673 *** high: 1.466 *** very_high: 0 ***","low: 9394 *** moderate: 916 *** high: 638 *** very_high: 278 ***","low: 55.071 *** moderate: 5.37 *** high: 3.74 *** very_high: 1.63 ***","+",4,"++",5,151,42,"0,89","++",5,"+",5,"+",4,"+",4,4,"92,9332",1413,74,1050,2591,318,4160,45,45,6796,29,"+",4,5,4,5,5,5,4,5,5,"Attractive","Netflix/zuul"
"Netflix/zuul",660,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:21","2024-01-26 04:21",4991,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,35294118","0,07142857","Attractive","Attractive -> Attractive","SAME",9,126,17,15,6,124,957,849,10033,93,476,120,1869,"5261ea9c2d0a8cd6765fd2d801c752ac03adad16",,1,13,1,8,1,58,0,28,17314,17,24200,"++",5,"low: 10711 *** moderate: 445 *** high: 246 *** very_high: 0 ***","low: 61.863 *** moderate: 2.57 *** high: 1.421 *** very_high: 0 ***","low: 9580 *** moderate: 876 *** high: 760 *** very_high: 186 ***","low: 55.331 *** moderate: 5.059 *** high: 4.39 *** very_high: 1.074 ***","+",4,"++",5,157,44,"0,91","++",5,"+",5,"+",4,"+",4,4,"82,0499",1438,75,1079,2692,318,4169,41,41,6902,29,"+",4,5,4,5,5,5,4,5,5,"Attractive","Netflix/zuul"
"Netflix/zuul",661,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:21","2024-01-26 04:21",4991,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,66666667","0,03816794","Stagnant","Attractive -> Stagnant","SAME",5,131,15,16,10,116,1073,766,10799,87,563,119,1988,"8217d359e077c2f73c4596e0e7c4445b2bab9401",,0,13,0,8,0,58,0,28,17693,18,24950,"++",5,"low: 10866 *** moderate: 552 *** high: 241 *** very_high: 0 ***","low: 61.414 *** moderate: 3.12 *** high: 1.362 *** very_high: 0 ***","low: 9878 *** moderate: 867 *** high: 733 *** very_high: 181 ***","low: 55.83 *** moderate: 4.9 *** high: 4.143 *** very_high: 1.023 ***","+",4,"++",5,151,37,"0,85","++",5,"+",5,"+",4,"+",4,4,"74,9554",1487,75,1109,2837,338,4396,40,40,7273,29,"+",4,5,4,5,5,5,4,5,5,"Attractive","Netflix/zuul"
"Netflix/zuul",662,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:21","2024-01-26 04:21",4991,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,625","0,02962963","Stagnant","Stagnant -> Stagnant","SAME",4,135,16,15,10,82,1155,629,11428,68,631,119,2107,"59d1fc4d952950ca9c3d1ec6fcc3f17e63f5d1b0",,0,13,0,8,0,58,0,28,17857,18,25159,"++",5,"low: 10946 *** moderate: 552 *** high: 257 *** very_high: 0 ***","low: 61.298 *** moderate: 3.091 *** high: 1.439 *** very_high: 0 ***","low: 9963 *** moderate: 862 *** high: 670 *** very_high: 260 ***","low: 55.793 *** moderate: 4.827 *** high: 3.752 *** very_high: 1.456 ***","+",4,"++",5,151,37,"0,85","++",5,"+",5,"+",4,"+",4,4,"72,4472",1505,75,1124,2882,338,4396,43,43,7321,29,"+",4,5,4,5,5,5,4,5,5,"Stagnant","Netflix/zuul"
"Netflix/zuul",663,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:21","2024-01-26 04:21",4991,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,53333333","0,04255319","Stagnant","Stagnant -> Stagnant","SAME",6,141,15,14,8,106,1261,487,11915,98,729,81,2188,"d0c3dd4474f9c6f78b7400a3d44eae37afeb20e0",,0,13,0,8,0,58,0,28,17978,18,25308,"++",5,"low: 11030 *** moderate: 552 *** high: 257 *** very_high: 0 ***","low: 61.353 *** moderate: 3.07 *** high: 1.43 *** very_high: 0 ***","low: 10071 *** moderate: 832 *** high: 676 *** very_high: 260 ***","low: 56.018 *** moderate: 4.628 *** high: 3.76 *** very_high: 1.446 ***","+",4,"++",5,152,39,"0,85","++",5,"+",5,"+",4,"+",4,4,"66,9283",1516,75,1134,2895,339,4411,43,43,7349,29,"+",4,5,4,5,5,5,4,5,5,"Stagnant","Netflix/zuul"
"Netflix/zuul",664,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:21","2024-01-26 04:21",4991,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,42857143","0,0472973","Stagnant","Stagnant -> Stagnant","SAME",7,148,14,13,6,155,1416,411,12326,147,876,61,2249,"8544334b749b9645920d863efea935cbcc17096d",,0,13,0,8,0,58,0,28,18020,18,25351,"++",5,"low: 11067 *** moderate: 573 *** high: 251 *** very_high: 0 ***","low: 61.415 *** moderate: 3.18 *** high: 1.393 *** very_high: 0 ***","low: 10110 *** moderate: 895 *** high: 701 *** very_high: 185 ***","low: 56.104 *** moderate: 4.967 *** high: 3.89 *** very_high: 1.027 ***","+",4,"++",5,146,39,"0,81","++",5,"+",5,"+",4,"+",4,4,"59,3594",1514,75,1131,2890,340,4417,43,43,7350,29,"+",4,5,4,5,5,5,4,5,5,"Stagnant","Netflix/zuul"
"Netflix/eureka",665,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:26","2024-01-26 04:26",5071,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,4","0,06976744","Attractive",,,9,129,10,15,4,57,1191,1056,7628,13,725,339,1867,"18e9f4a43f7156a5635edecc4cedba6f81346fa5",,2,29,0,27,15,66,13,63,23945,24,33055,"++",5,"low: 15961 *** moderate: 944 *** high: 344 *** very_high: 84 ***","low: 66.657 *** moderate: 3.942 *** high: 1.437 *** very_high: 0.351 ***","low: 14136 *** moderate: 1691 *** high: 971 *** very_high: 535 ***","low: 59.035 *** moderate: 7.062 *** high: 4.055 *** very_high: 2.234 ***","-",2,"++",5,653,160,"2,73","++",5,"+",5,"+",4,"o",4,4,"69,7483",1629,78,1270,5874,333,3374,26,26,9274,28,"+",4,5,4,4,4,,,,,,"Netflix/eureka"
"Netflix/eureka",666,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:26","2024-01-26 04:26",5071,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,33333333","0,06521739","Attractive","Attractive -> Attractive","SAME",9,138,15,17,5,43,1234,867,8495,11,736,293,2160,"1ef3c55f7012ee44d0b73e24abad5c2f180e7799",,2,31,2,29,10,76,9,72,24076,24,33201,"++",5,"low: 16039 *** moderate: 942 *** high: 344 *** very_high: 84 ***","low: 66.618 *** moderate: 3.913 *** high: 1.429 *** very_high: 0.349 ***","low: 14181 *** moderate: 1722 *** high: 971 *** very_high: 535 ***","low: 58.901 *** moderate: 7.152 *** high: 4.033 *** very_high: 2.222 ***","-",2,"++",5,660,162,"2,74","++",5,"+",5,"+",4,"o",4,4,"70,5111",1635,78,1276,5890,333,3374,26,26,9290,28,"+",4,5,4,4,4,5,4,4,4,"Attractive","Netflix/eureka"
"Netflix/eureka",667,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:26","2024-01-26 04:26",5071,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,05882353","0,1375","Fluctuating","Attractive -> Fluctuating","SAME",22,160,17,25,1,48,1282,738,9233,25,761,273,2433,"ef87b44d6466cc3710ff3902d3f808fa9d32191e",,0,31,0,29,12,88,10,82,24161,24,33315,"++",5,"low: 16096 *** moderate: 942 *** high: 364 *** very_high: 84 ***","low: 66.62 *** moderate: 3.899 *** high: 1.507 *** very_high: 0.348 ***","low: 14199 *** moderate: 1761 *** high: 971 *** very_high: 555 ***","low: 58.768 *** moderate: 7.289 *** high: 4.019 *** very_high: 2.297 ***","-",2,"++",5,667,164,"2,76","++",5,"+",5,"+",4,"o",4,4,"69,6553",1640,78,1281,5919,333,3374,26,26,9319,28,"+",4,5,4,4,4,5,4,4,4,"Attractive","Netflix/eureka"
"Netflix/eureka",668,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:26","2024-01-26 04:26",5071,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,24","0,08045977","Fluctuating","Fluctuating -> Fluctuating","SAME",14,174,25,21,6,58,1340,625,9858,31,792,245,2678,"1749af98a8c60784c36e448813cc73cdb4e4823c",,3,34,3,32,9,97,8,90,24260,24,33414,"++",5,"low: 16149 *** moderate: 942 *** high: 364 *** very_high: 84 ***","low: 66.566 *** moderate: 3.883 *** high: 1.5 *** very_high: 0.346 ***","low: 14248 *** moderate: 1765 *** high: 966 *** very_high: 560 ***","low: 58.73 *** moderate: 7.275 *** high: 3.982 *** very_high: 2.308 ***","-",2,"++",5,660,162,"2,72","++",5,"+",5,"+",4,"o",4,4,"67,4442",1640,78,1281,5919,333,3374,26,26,9319,28,"+",4,5,4,4,4,5,4,4,4,"Fluctuating","Netflix/eureka"
"Netflix/eureka",669,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:26","2024-01-26 04:26",5071,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,14285714","0,05945946","Terminal","Fluctuating -> Terminal","SAME",11,185,21,17,3,39,1379,508,10366,22,814,255,2933,"27a635b6efd8bcaaf37da8c41007d68508e3678c",,1,35,1,33,5,102,3,93,24267,24,33421,"++",5,"low: 16150 *** moderate: 942 *** high: 364 *** very_high: 84 ***","low: 66.551 *** moderate: 3.882 *** high: 1.5 *** very_high: 0.346 ***","low: 14249 *** moderate: 1765 *** high: 966 *** very_high: 560 ***","low: 58.718 *** moderate: 7.273 *** high: 3.981 *** very_high: 2.308 ***","-",2,"++",5,660,162,"2,72","++",5,"+",5,"+",4,"o",4,4,"67,4557",1640,78,1281,5919,333,3374,26,26,9319,28,"+",4,5,4,4,4,5,4,4,4,"Fluctuating","Netflix/eureka"
"Netflix/eureka",670,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:26","2024-01-26 04:26",5071,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,17647059","0,03645833","Terminal","Terminal -> Terminal","SAME",7,192,17,11,3,26,1405,456,10822,8,822,220,3153,"ed0da19ca1c049c87e3dbf75b6015c1861d5c2d0",,0,35,0,33,0,102,0,93,24274,24,33428,"++",5,"low: 16156 *** moderate: 942 *** high: 364 *** very_high: 84 ***","low: 66.557 *** moderate: 3.881 *** high: 1.5 *** very_high: 0.346 ***","low: 14255 *** moderate: 1765 *** high: 966 *** very_high: 560 ***","low: 58.725 *** moderate: 7.271 *** high: 3.98 *** very_high: 2.307 ***","-",2,"++",5,660,162,"2,72","++",5,"+",5,"+",4,"o",4,4,"66,5771",1640,78,1281,5919,333,3374,26,26,9319,28,"+",4,5,4,4,4,5,4,4,4,"Terminal","Netflix/eureka"
"Netflix/eureka",671,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:26","2024-01-26 04:26",5071,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,0,"0,03030303","Terminal","Terminal -> Terminal","SAME",6,198,11,7,0,21,1426,436,11258,6,828,159,3312,"ed0da19ca1c049c87e3dbf75b6015c1861d5c2d0",,0,35,0,33,0,102,0,93,24274,24,33428,"++",5,"low: 16156 *** moderate: 942 *** high: 364 *** very_high: 84 ***","low: 66.557 *** moderate: 3.881 *** high: 1.5 *** very_high: 0.346 ***","low: 14255 *** moderate: 1765 *** high: 966 *** very_high: 560 ***","low: 58.725 *** moderate: 7.271 *** high: 3.98 *** very_high: 2.307 ***","-",2,"++",5,660,162,"2,72","++",5,"+",5,"+",4,"o",4,4,"66,4445",1640,78,1281,5919,333,3374,26,26,9319,28,"+",4,5,4,4,4,5,4,4,4,"Terminal","Netflix/eureka"
"Netflix/eureka",672,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:26","2024-01-26 04:26",5071,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,28571429","0,01","Stagnant","Terminal -> Stagnant","SAME",2,200,7,6,2,20,1446,334,11592,11,839,111,3423,"191cc407cac86afe6633ddf44de3c37166fd318f",,0,35,0,33,0,102,0,93,24274,24,33428,"++",5,"low: 16156 *** moderate: 942 *** high: 364 *** very_high: 84 ***","low: 66.557 *** moderate: 3.881 *** high: 1.5 *** very_high: 0.346 ***","low: 14255 *** moderate: 1765 *** high: 966 *** very_high: 560 ***","low: 58.725 *** moderate: 7.271 *** high: 3.98 *** very_high: 2.307 ***","-",2,"++",5,660,162,"2,72","++",5,"+",5,"+",4,"o",4,4,"66,4193",1640,78,1281,5919,333,3374,26,26,9319,28,"+",4,5,4,4,4,5,4,4,4,"Terminal","Netflix/eureka"
"redis/jedis",673,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:30","2024-01-26 04:30",5188,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,25","0,07458564","Attractive",,,27,362,20,33,5,88,2005,788,7856,39,850,189,2796,"5c48e96bf9516ed8edaee7d6924241176f786977",,0,0,0,0,0,0,0,0,20820,21,25413,"++",5,"low: 17724 *** moderate: 157 *** high: 52 *** very_high: 0 ***","low: 85.13 *** moderate: 0.754 *** high: 0.25 *** very_high: 0 ***","low: 17574 *** moderate: 208 *** high: 151 *** very_high: 0 ***","low: 84.409 *** moderate: 0.999 *** high: 0.725 *** very_high: 0 ***","+",4,"++",5,711,130,"3,41","+",4,"+",5,"+",4,"+",4,4,"139,0757",495,97,479,4577,2,18,14,14,4609,18,"+",4,5,4,5,5,,,,,,"redis/jedis"
"redis/jedis",674,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:30","2024-01-26 04:30",5188,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,33333333","0,04485488","Stagnant","Attractive -> Stagnant","SAME",17,379,33,29,11,114,2119,595,8451,43,893,160,2956,"ed622c94154f95e05d5df537526bb92996114614",,0,0,0,0,2,2,2,2,21251,21,25840,"++",5,"low: 18107 *** moderate: 163 *** high: 52 *** very_high: 0 ***","low: 85.205 *** moderate: 0.767 *** high: 0.245 *** very_high: 0 ***","low: 17957 *** moderate: 208 *** high: 157 *** very_high: 0 ***","low: 84.5 *** moderate: 0.979 *** high: 0.739 *** very_high: 0 ***","+",4,"++",5,734,134,"3,45","+",4,"+",5,"+",4,"+",4,4,"139,8441",498,97,482,4574,2,18,14,14,4606,18,"+",4,5,4,5,5,5,4,5,5,"Attractive","redis/jedis"
"redis/jedis",675,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:30","2024-01-26 04:30",5188,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,24137931","0,04773869","Terminal","Stagnant -> Terminal","SAME",19,398,29,28,7,87,2206,442,8893,34,927,136,3092,"5ca75a243e88a25736b7ab4b7e98741b4963c073",,2,2,2,2,2,4,2,4,22333,22,27015,"++",5,"low: 18884 *** moderate: 229 *** high: 52 *** very_high: 0 ***","low: 84.556 *** moderate: 1.025 *** high: 0.233 *** very_high: 0 ***","low: 18788 *** moderate: 209 *** high: 168 *** very_high: 0 ***","low: 84.127 *** moderate: 0.936 *** high: 0.752 *** very_high: 0 ***","+",4,"++",5,754,140,"3,38","+",4,"+",5,"+",4,"+",4,4,"138,628",522,96,502,4665,2,18,18,18,4701,17,"+",4,5,4,5,5,5,4,5,5,"Stagnant","redis/jedis"
