"full_name","id","run_uuid","created_at","updated_at","repository_id","period_start_date","period_end_date","previous_period_start_date","previous_period_end_date","interval_weeks","sticky_metric_score","magnet_metric_score","oss_category","Transition","SIG change","developers_new_current_period","developers_total","developers_with_contributions_previous_period","developers_with_contributions_current_period","developers_with_contributions_previous_and_current_period","issues_count_current_period","issues_count_total","stargazers_count_current_period","stargazers_count_total","pull_requests_count_current_period","pull_requests_count_total","forks_count_current_period","forks_count_total","checkout_sha",,"bugs_current_period","bugs_total","bugs_closed_current_period","bugs_closed_total","support_current_period","support_total","support_closed_current_period","support_closed_total","total_loc","total_kloc","total_lines","sig_volume_ranking","sig_volume_ranking_numeric","loc_complexity_per_risk","percentage_complexity_per_risk","loc_unit_size_per_risk","percentage_unit_size_per_risk","sig_complexity_ranking","sig_complexity_ranking_value","sig_unit_size_ranking","sig_unit_size_ranking_value","duplication_line_count","duplication_block_count","duplication_percentage","sig_duplication_ranking","sig_duplication_ranking_numeric","sig_analysability_ranking","sig_analysability_ranking_numeric","sig_changeability_ranking","sig_changeability_ranking_numeric","sig_testability_ranking","sig_testability_ranking_numeric","sig_overall_ranking_numeric","issues_average_duration_days","comments_total","comments_relevant_percentage","comments_relevant","comments_relevant_loc","comments_copyright","comments_copyright_loc","comments_auxiliary","comments_auxiliary_loc","comments_loc","comments_percentage","sig_comments_ranking","sig_comments_ranking_numeric","sig_analysability_ranking_no_unit_tests","sig_changeability_ranking_no_unit_tests","sig_testability_ranking_no_unit_tests","sig_overall_ranking_numeric_no_unit_tests","prev_sig_analysability_ranking_no_unit_tests","prev_sig_changeability_ranking_no_unit_tests","prev_sig_testability_ranking_no_unit_tests","prev_sig_overall_ranking_numeric_no_unit_tests","prev_oss_category","full_name"
"redis/jedis",676,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:30","2024-01-26 04:30",5188,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,21428571","0,04556355","Terminal","Terminal -> Terminal","SAME",19,417,28,25,6,114,2320,422,9315,62,989,108,3200,"7bd0dced3d912af84df7a208ba2a82b910cb0986",,9,11,9,11,0,4,0,4,23513,24,28346,"++",5,"low: 19843 *** moderate: 232 *** high: 52 *** very_high: 0 ***","low: 84.392 *** moderate: 0.987 *** high: 0.221 *** very_high: 0 ***","low: 19747 *** moderate: 212 *** high: 168 *** very_high: 0 ***","low: 83.983 *** moderate: 0.902 *** high: 0.714 *** very_high: 0 ***","+",4,"++",5,788,146,"3,35","+",4,"+",5,"+",4,"+",4,4,"141,6633",547,96,527,4817,2,18,18,18,4853,17,"+",4,5,4,5,5,5,4,5,5,"Terminal","redis/jedis"
"redis/jedis",677,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:30","2024-01-26 04:30",5188,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,28","0,0234192","Stagnant","Terminal -> Stagnant","SAME",10,427,25,21,7,220,2540,388,9703,154,1143,73,3273,"8f58e9e887316a9d9c4dfefd9f1588e22624e176",,10,21,10,21,2,6,2,6,27615,28,33175,"++",5,"low: 23230 *** moderate: 123 *** high: 52 *** very_high: 0 ***","low: 84.121 *** moderate: 0.445 *** high: 0.188 *** very_high: 0 ***","low: 22946 *** moderate: 353 *** high: 106 *** very_high: 0 ***","low: 83.093 *** moderate: 1.278 *** high: 0.384 *** very_high: 0 ***","+",4,"++",5,427,131,"1,55","++",5,"+",5,"+",4,"+",4,4,"147,5863",718,97,700,5548,2,18,16,20,5586,17,"+",4,5,4,5,5,5,4,5,5,"Terminal","redis/jedis"
"redis/jedis",678,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:30","2024-01-26 04:30",5188,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,14285714","0,04474273","Terminal","Stagnant -> Terminal","SAME",20,447,21,28,3,183,2723,355,10058,129,1272,217,3490,"7b9ae2f097b25a81a92f02b90e7d86356dc9673a",,2,23,2,23,2,8,2,8,28594,29,34389,"++",5,"low: 20283 *** moderate: 172 *** high: 161 *** very_high: 0 ***","low: 70.934 *** moderate: 0.602 *** high: 0.563 *** very_high: 0 ***","low: 20093 *** moderate: 213 *** high: 201 *** very_high: 109 ***","low: 70.27 *** moderate: 0.745 *** high: 0.703 *** very_high: 0.381 ***","+",4,"++",5,3893,75,"13,61","-",2,"+",4,"o",3,"+",4,4,"150,4596",886,92,818,5695,3,21,65,69,5785,17,"+",4,4,3,5,4,5,4,5,5,"Stagnant","redis/jedis"
"redis/jedis",679,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:30","2024-01-26 04:30",5188,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,39285714","0,03870968","Stagnant","Terminal -> Stagnant","SAME",18,465,28,31,11,252,2975,389,10447,129,1401,89,3579,"ba63b5d02459c38de3c42e63d866031f8a156122",,14,37,13,36,13,21,11,19,37572,38,48092,"++",5,"low: 26390 *** moderate: 374 *** high: 172 *** very_high: 0 ***","low: 70.238 *** moderate: 0.995 *** high: 0.458 *** very_high: 0 ***","low: 26060 *** moderate: 453 *** high: 302 *** very_high: 121 ***","low: 69.36 *** moderate: 1.206 *** high: 0.804 *** very_high: 0.322 ***","+",4,"++",5,5172,119,"13,77","-",2,"+",4,"o",3,"+",4,4,"147,2952",1569,92,1438,10423,3,21,128,132,10576,22,"+",4,4,3,5,4,4,3,5,4,"Terminal","redis/jedis"
"redis/jedis",680,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:30","2024-01-26 04:30",5188,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,22580645","0,04320988","Terminal","Stagnant -> Terminal","SAME",21,486,31,30,7,180,3155,377,10824,112,1513,63,3642,"c5e27ae9c567b9f179585c329400f9b20722cec8",,16,53,15,51,0,21,0,19,40897,41,52257,"++",5,"low: 28635 *** moderate: 517 *** high: 326 *** very_high: 0 ***","low: 70.017 *** moderate: 1.264 *** high: 0.797 *** very_high: 0 ***","low: 28316 *** moderate: 528 *** high: 419 *** very_high: 215 ***","low: 69.237 *** moderate: 1.291 *** high: 1.025 *** very_high: 0.526 ***","+",4,"++",5,5370,124,"13,13","-",2,"+",4,"o",3,"+",4,4,"144,502",1791,92,1650,11248,5,27,136,142,11417,22,"+",4,4,3,5,4,4,3,5,4,"Stagnant","redis/jedis"
"code4craft/webmagic",681,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:33","2024-01-26 04:33",5501,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,0,"0,00952381","Terminal",,,1,105,10,2,0,27,878,721,7740,2,126,245,3139,"f1b3a29d6ff09efefef343c7f3d697e51a3eeea5",,0,86,0,73,1,97,1,94,7756,8,9863,"++",5,"low: 5115 *** moderate: 192 *** high: 102 *** very_high: 0 ***","low: 65.949 *** moderate: 2.476 *** high: 1.315 *** very_high: 0 ***","low: 4856 *** moderate: 306 *** high: 163 *** very_high: 84 ***","low: 62.61 *** moderate: 3.945 *** high: 2.102 *** very_high: 1.083 ***","+",4,"++",5,83,20,"1,07","++",5,"+",5,"+",4,"+",4,4,"142,403",569,64,364,1260,173,921,32,32,2213,22,"+",4,5,4,5,5,,,,,,"code4craft/webmagic"
"code4craft/webmagic",682,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:33","2024-01-26 04:33",5501,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,5","0,03669725","Stagnant","Terminal -> Stagnant","SAME",4,109,2,6,1,24,902,598,8338,10,136,218,3357,"09fb39f431e84eb4f87aaaef7abe506659ed8231",,0,86,0,73,0,97,0,94,7756,8,9863,"++",5,"low: 5115 *** moderate: 192 *** high: 102 *** very_high: 0 ***","low: 65.949 *** moderate: 2.476 *** high: 1.315 *** very_high: 0 ***","low: 4856 *** moderate: 306 *** high: 163 *** very_high: 84 ***","low: 62.61 *** moderate: 3.945 *** high: 2.102 *** very_high: 1.083 ***","+",4,"++",5,83,20,"1,07","++",5,"+",5,"+",4,"+",4,4,"142,8679",569,64,364,1260,173,921,32,32,2213,22,"+",4,5,4,5,5,5,4,5,5,"Terminal","code4craft/webmagic"
"code4craft/webmagic",683,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:33","2024-01-26 04:33",5501,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,16666667","0,02678571","Terminal","Stagnant -> Terminal","SAME",3,112,6,4,1,27,929,463,8801,9,145,167,3524,"48bc73fbfff3c9bc38493ac262a4aa61720dcd80",,0,86,0,73,0,97,0,94,7841,8,9945,"++",5,"low: 5174 *** moderate: 193 *** high: 102 *** very_high: 0 ***","low: 65.986 *** moderate: 2.461 *** high: 1.301 *** very_high: 0 ***","low: 4916 *** moderate: 306 *** high: 163 *** very_high: 84 ***","low: 62.696 *** moderate: 3.903 *** high: 2.079 *** very_high: 1.071 ***","+",4,"++",5,83,20,"1,06","++",5,"+",5,"+",4,"+",4,4,"164,9142",569,64,364,1260,173,921,32,32,2213,22,"+",4,5,4,5,5,5,4,5,5,"Stagnant","code4craft/webmagic"
"code4craft/webmagic",684,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:33","2024-01-26 04:33",5501,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,5","0,03448276","Stagnant","Terminal -> Stagnant","SAME",4,116,4,7,2,38,967,462,9263,8,153,154,3678,"0aa2c3949d29e4c02c199eb30c7adae8f244e1ee",,0,86,0,73,3,100,3,97,7897,8,10015,"++",5,"low: 5174 *** moderate: 227 *** high: 102 *** very_high: 0 ***","low: 65.519 *** moderate: 2.875 *** high: 1.292 *** very_high: 0 ***","low: 4916 *** moderate: 340 *** high: 163 *** very_high: 84 ***","low: 62.251 *** moderate: 4.305 *** high: 2.064 *** very_high: 1.064 ***","+",4,"++",5,83,20,"1,05","++",5,"+",5,"+",4,"+",4,4,"167,5232",571,64,366,1274,173,921,32,32,2227,22,"+",4,5,4,5,5,5,4,5,5,"Terminal","code4craft/webmagic"
"code4craft/webmagic",685,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:33","2024-01-26 04:33",5501,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,57142857","0,06451613","Attractive","Stagnant -> Attractive","SAME",8,124,7,12,4,53,1020,414,9677,18,171,123,3801,"db70b6e095cf070bdea46816371be3f33848b9b9",,0,86,0,73,2,102,2,99,7970,8,10092,"++",5,"low: 5248 *** moderate: 193 *** high: 102 *** very_high: 0 ***","low: 65.847 *** moderate: 2.422 *** high: 1.28 *** very_high: 0 ***","low: 4990 *** moderate: 306 *** high: 163 *** very_high: 84 ***","low: 62.61 *** moderate: 3.839 *** high: 2.045 *** very_high: 1.054 ***","+",4,"++",5,84,20,"1,05","++",5,"+",5,"+",4,"+",4,4,"166,6014",575,64,367,1269,176,930,32,32,2231,22,"+",4,5,4,5,5,5,4,5,5,"Stagnant","code4craft/webmagic"
"code4craft/webmagic",686,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:33","2024-01-26 04:33",5501,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,16666667","0,02362205","Terminal","Attractive -> Terminal","SAME",3,127,12,5,2,20,1040,356,10033,5,176,111,3912,"1b4098c3571e75d01fca42da7faa3564e0f30208",,0,86,0,73,0,102,0,99,7970,8,10092,"++",5,"low: 5248 *** moderate: 193 *** high: 102 *** very_high: 0 ***","low: 65.847 *** moderate: 2.422 *** high: 1.28 *** very_high: 0 ***","low: 4990 *** moderate: 306 *** high: 163 *** very_high: 84 ***","low: 62.61 *** moderate: 3.839 *** high: 2.045 *** very_high: 1.054 ***","+",4,"++",5,84,20,"1,05","++",5,"+",5,"+",4,"+",4,4,"166,4759",575,64,367,1269,176,930,32,32,2231,22,"+",4,5,4,5,5,5,4,5,5,"Attractive","code4craft/webmagic"
"code4craft/webmagic",687,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:33","2024-01-26 04:33",5501,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,4","0,01550388","Stagnant","Terminal -> Stagnant","SAME",2,129,5,4,2,22,1062,291,10324,9,185,75,3987,"433fe408336c7c48b3b3e1c693f58b849dd0b648",,0,86,0,73,0,102,0,99,7970,8,10092,"++",5,"low: 5248 *** moderate: 193 *** high: 102 *** very_high: 0 ***","low: 65.847 *** moderate: 2.422 *** high: 1.28 *** very_high: 0 ***","low: 4990 *** moderate: 306 *** high: 163 *** very_high: 84 ***","low: 62.61 *** moderate: 3.839 *** high: 2.045 *** very_high: 1.054 ***","+",4,"++",5,84,20,"1,05","++",5,"+",5,"+",4,"+",4,4,"165,1113",575,64,367,1269,176,930,32,32,2231,22,"+",4,5,4,5,5,5,4,5,5,"Terminal","code4craft/webmagic"
"code4craft/webmagic",688,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:33","2024-01-26 04:33",5501,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,5","0,01526718","Stagnant","Stagnant -> Stagnant","SAME",2,131,4,4,2,34,1096,304,10628,11,196,69,4056,"a266df406ff4641d751c0607d203930fd0e7d7a5",,0,86,0,73,0,102,0,99,8040,8,10211,"++",5,"low: 5302 *** moderate: 193 *** high: 102 *** very_high: 0 ***","low: 65.945 *** moderate: 2.4 *** high: 1.269 *** very_high: 0 ***","low: 5020 *** moderate: 278 *** high: 215 *** very_high: 84 ***","low: 62.438 *** moderate: 3.458 *** high: 2.674 *** very_high: 1.045 ***","+",4,"++",5,81,20,"1,01","++",5,"+",5,"+",4,"+",4,4,"162,6566",590,65,382,1311,176,937,32,32,2280,22,"+",4,5,4,5,5,5,4,5,5,"Stagnant","code4craft/webmagic"
"square/javapoet",689,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:34","2024-01-26 04:34",5574,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,33333333","0,07317073","Attractive",,,9,123,12,14,4,30,728,788,6743,14,413,96,785,"a03c97888d3afeeaa92e8ee8eaaffb19fccbaba1",,1,13,0,10,0,2,0,2,3374,3,4118,"++",5,"low: 2524 *** moderate: 194 *** high: 208 *** very_high: 0 ***","low: 74.807 *** moderate: 5.75 *** high: 6.165 *** very_high: 0 ***","low: 2440 *** moderate: 103 *** high: 175 *** very_high: 208 ***","low: 72.318 *** moderate: 3.053 *** high: 5.187 *** very_high: 6.165 ***","o",3,"+",4,101,32,"2,99","++",5,"+",5,"+",4,"o",4,4,"22,149",159,87,138,458,17,255,4,4,717,17,"+",4,5,4,4,4,,,,,,"square/javapoet"
"square/javapoet",690,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:34","2024-01-26 04:34",5574,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,28571429","0,00806452","Stagnant","Attractive -> Stagnant","SAME",1,124,14,7,4,20,748,622,7365,7,420,95,880,"3f5386230e12b8e9d3baf760ae3563b3f303f60c",,1,14,0,10,0,2,0,2,3387,3,4132,"++",5,"low: 2535 *** moderate: 194 *** high: 208 *** very_high: 0 ***","low: 74.845 *** moderate: 5.728 *** high: 6.141 *** very_high: 0 ***","low: 2451 *** moderate: 103 *** high: 175 *** very_high: 208 ***","low: 72.365 *** moderate: 3.041 *** high: 5.167 *** very_high: 6.141 ***","o",3,"+",4,101,32,"2,98","++",5,"+",5,"+",4,"o",4,4,"31,6053",160,87,139,459,17,255,4,4,718,17,"+",4,5,4,4,4,5,4,4,4,"Attractive","square/javapoet"
"square/javapoet",691,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:34","2024-01-26 04:34",5574,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,57142857","0,10791367","Attractive","Stagnant -> Attractive","SAME",15,139,7,20,4,44,792,574,7939,27,447,98,978,"0a6ee12960724854a0da33b171bcb06c1121c3e5",,0,14,0,10,0,2,0,2,3601,4,4426,"++",5,"low: 2656 *** moderate: 265 *** high: 211 *** very_high: 0 ***","low: 73.757 *** moderate: 7.359 *** high: 5.859 *** very_high: 0 ***","low: 2541 *** moderate: 134 *** high: 246 *** very_high: 211 ***","low: 70.564 *** moderate: 3.721 *** high: 6.831 *** very_high: 5.859 ***","o",3,"+",4,97,30,"2,69","++",5,"+",5,"+",4,"o",4,4,"37,132",173,88,152,537,17,255,4,4,796,18,"+",4,5,4,4,4,5,4,4,4,"Stagnant","square/javapoet"
"square/javapoet",692,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:34","2024-01-26 04:34",5574,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,1","0,04794521","Terminal","Attractive -> Terminal","SAME",7,146,20,9,2,24,816,469,8408,8,455,68,1046,"8ebce31cd655cf181ebdde59dcf04c50cbda7264",,1,15,1,11,0,2,0,2,3601,4,4426,"++",5,"low: 2656 *** moderate: 265 *** high: 211 *** very_high: 0 ***","low: 73.757 *** moderate: 7.359 *** high: 5.859 *** very_high: 0 ***","low: 2541 *** moderate: 134 *** high: 246 *** very_high: 211 ***","low: 70.564 *** moderate: 3.721 *** high: 6.831 *** very_high: 5.859 ***","o",3,"+",4,97,30,"2,69","++",5,"+",5,"+",4,"o",4,4,"38,4337",173,88,152,537,17,255,4,4,796,18,"+",4,5,4,4,4,5,4,4,4,"Attractive","square/javapoet"
"square/javapoet",693,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:34","2024-01-26 04:34",5574,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,11111111","0,07006369","Fluctuating","Terminal -> Fluctuating","SAME",11,157,9,14,1,27,843,425,8833,13,468,61,1107,"88517888277e3e92cbbdd054228f7f0ff68a841c",,0,15,0,11,0,2,0,2,3609,4,4434,"++",5,"low: 2656 *** moderate: 270 *** high: 212 *** very_high: 0 ***","low: 73.594 *** moderate: 7.481 *** high: 5.874 *** very_high: 0 ***","low: 2541 *** moderate: 134 *** high: 175 *** very_high: 288 ***","low: 70.407 *** moderate: 3.713 *** high: 4.849 *** very_high: 7.98 ***","o",3,"o",3,97,30,"2,69","++",5,"+",4,"+",4,"o",3,4,"41,103",173,88,152,537,17,255,4,4,796,18,"+",4,4,4,3,4,5,4,4,4,"Terminal","square/javapoet"
"square/javapoet",694,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:34","2024-01-26 04:34",5574,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,07142857","0,01257862","Terminal","Fluctuating -> Terminal","SAME",2,159,14,3,1,12,855,381,9214,1,469,45,1152,"88517888277e3e92cbbdd054228f7f0ff68a841c",,0,15,0,11,0,2,0,2,3609,4,4434,"++",5,"low: 2656 *** moderate: 270 *** high: 212 *** very_high: 0 ***","low: 73.594 *** moderate: 7.481 *** high: 5.874 *** very_high: 0 ***","low: 2541 *** moderate: 134 *** high: 175 *** very_high: 288 ***","low: 70.407 *** moderate: 3.713 *** high: 4.849 *** very_high: 7.98 ***","o",3,"o",3,97,30,"2,69","++",5,"+",4,"+",4,"o",3,4,"40,8452",173,88,152,537,17,255,4,4,796,18,"+",4,4,4,3,4,4,4,3,4,"Fluctuating","square/javapoet"
"square/javapoet",695,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:34","2024-01-26 04:34",5574,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,0,"0,11666667","Fluctuating","Terminal -> Fluctuating","SAME",21,180,3,25,0,56,911,384,9598,47,516,82,1234,"86d478ba7c9c8aa815e05caec18e23a119519ca5",,0,15,0,11,0,2,0,2,3610,4,4435,"++",5,"low: 2656 *** moderate: 270 *** high: 212 *** very_high: 0 ***","low: 73.573 *** moderate: 7.479 *** high: 5.873 *** very_high: 0 ***","low: 2541 *** moderate: 134 *** high: 175 *** very_high: 288 ***","low: 70.388 *** moderate: 3.712 *** high: 4.848 *** very_high: 7.978 ***","o",3,"o",3,97,30,"2,69","++",5,"+",4,"+",4,"o",3,4,"41,0208",173,88,152,537,17,255,4,4,796,18,"+",4,4,4,3,4,4,4,3,4,"Terminal","square/javapoet"
"square/javapoet",696,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:34","2024-01-26 04:34",5574,2022-06-28,2022-12-27,2021-12-28,2022-06-28,26,"0,04","0,01098901","Terminal","Fluctuating -> Terminal","SAME",2,182,25,3,1,20,931,355,9953,14,530,43,1277,"86d478ba7c9c8aa815e05caec18e23a119519ca5",,0,15,0,11,0,2,0,2,3610,4,4435,"++",5,"low: 2656 *** moderate: 270 *** high: 212 *** very_high: 0 ***","low: 73.573 *** moderate: 7.479 *** high: 5.873 *** very_high: 0 ***","low: 2541 *** moderate: 134 *** high: 175 *** very_high: 288 ***","low: 70.388 *** moderate: 3.712 *** high: 4.848 *** very_high: 7.978 ***","o",3,"o",3,97,30,"2,69","++",5,"+",4,"+",4,"o",3,4,"41,4081",173,88,152,537,17,255,4,4,796,18,"+",4,4,4,3,4,4,4,3,4,"Fluctuating","square/javapoet"
"google/auto",697,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:38","2024-01-26 04:38",5680,2019-01-01,2019-07-02,2018-07-03,2019-01-01,26,"0,46153846","0,0472973","Stagnant",,,7,148,13,14,6,50,743,636,7614,26,381,76,773,"63f22760f4a334e6ace61181dbad36c07cdb2c1b",,0,0,0,4,0,0,0,0,9194,9,13615,"++",5,"low: 6249 *** moderate: 263 *** high: 0 *** very_high: 0 ***","low: 67.968 *** moderate: 2.861 *** high: 0 *** very_high: 0 ***","low: 5335 *** moderate: 605 *** high: 306 *** very_high: 266 ***","low: 58.027 *** moderate: 6.58 *** high: 3.328 *** very_high: 2.893 ***","++",5,"++",5,66,17,"0,72","++",5,"+",5,"++",5,"+",5,5,"95,6582",1012,86,871,2846,128,1529,13,13,4388,32,"+",4,5,5,5,5,,,,,,"google/auto"
"google/auto",698,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:38","2024-01-26 04:38",5680,2019-07-02,2019-12-31,2019-01-01,2019-07-02,26,"0,35714286","0,11904762","Attractive","Stagnant -> Attractive","SAME",20,168,14,30,5,60,803,476,8090,41,422,89,862,"2e91aaf51930cd6c3b999edaac55462707cdac7f",,0,0,0,4,0,0,0,0,9714,10,14539,"++",5,"low: 6598 *** moderate: 272 *** high: 0 *** very_high: 0 ***","low: 67.923 *** moderate: 2.8 *** high: 0 *** very_high: 0 ***","low: 5642 *** moderate: 606 *** high: 352 *** very_high: 270 ***","low: 58.081 *** moderate: 6.238 *** high: 3.624 *** very_high: 2.779 ***","++",5,"++",5,66,17,"0,68","++",5,"+",5,"++",5,"+",5,5,"136,5712",1090,87,947,3223,130,1559,13,13,4795,33,"+",4,5,5,5,5,5,5,5,5,"Stagnant","google/auto"
"google/auto",699,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:38","2024-01-26 04:38",5680,2019-12-31,2020-06-30,2019-07-02,2019-12-31,26,"0,16666667","0,06145251","Fluctuating","Attractive -> Fluctuating","SAME",11,179,30,19,5,53,856,385,8475,40,462,64,926,"da84ef1fae38f2d72901c2b95674271e89600f28",,0,0,0,4,0,0,0,0,10625,11,15974,"++",5,"low: 7275 *** moderate: 255 *** high: 0 *** very_high: 0 ***","low: 68.471 *** moderate: 2.4 *** high: 0 *** very_high: 0 ***","low: 6263 *** moderate: 646 *** high: 358 *** very_high: 263 ***","low: 58.946 *** moderate: 6.08 *** high: 3.369 *** very_high: 2.475 ***","++",5,"++",5,87,23,"0,82","++",5,"+",5,"++",5,"+",5,5,"133,6809",1186,86,1023,3471,147,1816,16,16,5303,33,"+",4,5,5,5,5,5,5,5,5,"Attractive","google/auto"
"google/auto",700,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:38","2024-01-26 04:38",5680,2020-06-30,2020-12-29,2019-12-31,2020-06-30,26,"0,15789474","0,03763441","Terminal","Fluctuating -> Terminal","SAME",7,186,19,13,3,88,944,345,8820,72,534,48,974,"a8ff06dd50acc06afd3d416add714e2b498d9db5",,0,0,0,4,0,0,0,0,10739,11,16146,"++",5,"low: 7325 *** moderate: 260 *** high: 0 *** very_high: 0 ***","low: 68.209 *** moderate: 2.421 *** high: 0 *** very_high: 0 ***","low: 6284 *** moderate: 668 *** high: 372 *** very_high: 261 ***","low: 58.516 *** moderate: 6.22 *** high: 3.464 *** very_high: 2.43 ***","++",5,"++",5,87,23,"0,81","++",5,"+",5,"++",5,"+",5,5,"131,9802",1203,86,1040,3528,147,1816,16,16,5360,33,"+",4,5,5,5,5,5,5,5,5,"Fluctuating","google/auto"
"google/auto",701,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:38","2024-01-26 04:38",5680,2020-12-29,2021-06-29,2020-06-30,2020-12-29,26,"0,46153846","0,03626943","Stagnant","Terminal -> Stagnant","SAME",7,193,13,16,6,176,1120,310,9130,156,690,40,1014,"c68b2ff843a8206c1c189c4b46f3675d02757597",,0,0,0,4,0,0,0,0,12730,13,18862,"++",5,"low: 8690 *** moderate: 305 *** high: 56 *** very_high: 0 ***","low: 68.264 *** moderate: 2.396 *** high: 0.44 *** very_high: 0 ***","low: 7480 *** moderate: 843 *** high: 452 *** very_high: 276 ***","low: 58.759 *** moderate: 6.622 *** high: 3.551 *** very_high: 2.168 ***","+",4,"++",5,201,40,"1,58","++",5,"+",5,"+",4,"+",4,4,"122,0787",1406,86,1214,4000,163,2048,29,29,6077,32,"+",4,5,4,5,5,5,5,5,5,"Terminal","google/auto"
"google/auto",702,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:38","2024-01-26 04:38",5680,2021-06-29,2021-12-28,2020-12-29,2021-06-29,26,"0,25","0,02525253","Stagnant","Stagnant -> Stagnant","SAME",5,198,16,11,4,101,1221,310,9440,91,781,46,1060,"e372a1410d243a4451c4878734c8017e17878304",,0,0,0,4,0,0,0,0,13114,13,19426,"++",5,"low: 8978 *** moderate: 308 *** high: 56 *** very_high: 0 ***","low: 68.461 *** moderate: 2.349 *** high: 0.427 *** very_high: 0 ***","low: 7819 *** moderate: 849 *** high: 474 *** very_high: 200 ***","low: 59.623 *** moderate: 6.474 *** high: 3.614 *** very_high: 1.525 ***","+",4,"++",5,275,52,"2,1","++",5,"+",5,"+",4,"+",4,4,"114,2813",1464,86,1265,4135,167,2098,32,32,6265,32,"+",4,5,4,5,5,5,4,5,5,"Stagnant","google/auto"
"google/auto",703,"215af4a5-24e9-4a5c-8a89-428cc7fc9a93","2024-01-26 04:38","2024-01-26 04:38",5680,2021-12-28,2022-06-28,2021-06-29,2021-12-28,26,"0,36363636","0,01980198","Stagnant","Stagnant -> Stagnant","SAME",4,202,11,10,4,117,1338,261,9701,109,890,48,1108,"e0c031de6b08600b3a40cb957c0d3e34dcaaad3c",,0,0,0,4,0,0,0,0,13820,14,20531,"++",5,"low: 9445 *** moderate: 360 *** high: 56 *** very_high: 0 ***","low: 68.343 *** moderate: 2.605 *** high: 0.405 *** very_high: 0 ***","low: 8133 *** moderate: 954 *** high: 569 *** very_high: 205 ***","low: 58.849 *** moderate: 6.903 *** high: 4.117 *** very_high: 1.483 ***","+",4,"++",5,281,54,"2,03","++",5,"+",5,"+",4,"+",4,4,"107,8703",1596,87,1381,4445,171,2158,44,44,6647,32,"+",4,5,4,5,5,5,4,5,5,"Stagnant","google/auto"
